,year,country,word,frequency,count,freq_prop_headlines,word_len,freq_rank,hfreq_rank,word_type
46243,2005,USA,family,4.0,70,0.05714285714285714,6,327.0,327.0,NOUN
46244,2006,USA,family,0.0,99,0.0,6,327.0,327.0,NOUN
46245,2007,USA,family,3.0,322,0.009316770186335404,6,327.0,327.0,NOUN
46246,2008,USA,family,9.0,611,0.014729950900163666,6,327.0,327.0,NOUN
46247,2009,USA,family,10.0,927,0.010787486515641856,6,327.0,327.0,NOUN
46248,2010,USA,family,17.0,1912,0.00889121338912134,6,327.0,327.0,NOUN
46249,2011,USA,family,45.0,3274,0.013744654856444716,6,327.0,327.0,NOUN
46250,2012,USA,family,81.0,5474,0.014797223237120936,6,327.0,327.0,NOUN
46251,2013,USA,family,103.0,7160,0.014385474860335196,6,327.0,327.0,NOUN
46252,2014,USA,family,142.0,9566,0.014844240016725904,6,327.0,327.0,NOUN
46253,2015,USA,family,164.0,10779,0.0152147694591335,6,327.0,327.0,NOUN
46254,2016,USA,family,198.0,12290,0.0161106590724166,6,327.0,327.0,NOUN
46255,2017,USA,family,186.0,12771,0.014564247122386657,6,327.0,327.0,NOUN
46256,2018,USA,family,256.0,15174,0.016870963490180572,6,327.0,327.0,NOUN
46257,2019,USA,family,256.0,14453,0.01771258562236214,6,327.0,327.0,NOUN
46258,2020,USA,family,209.0,13040,0.01602760736196319,6,327.0,327.0,NOUN
46259,2021,USA,family,129.0,7747,0.01665160707370595,6,327.0,327.0,NOUN
42231,2005,USA,age,0.0,70,0.0,3,329.0,329.0,NOUN
42232,2006,USA,age,0.0,99,0.0,3,329.0,329.0,NOUN
42233,2007,USA,age,1.0,322,0.003105590062111801,3,329.0,329.0,NOUN
42234,2008,USA,age,3.0,611,0.004909983633387889,3,329.0,329.0,NOUN
42235,2009,USA,age,2.0,927,0.002157497303128371,3,329.0,329.0,NOUN
42236,2010,USA,age,4.0,1912,0.0020920502092050207,3,329.0,329.0,NOUN
42237,2011,USA,age,13.0,3274,0.003970678069639585,3,329.0,329.0,NOUN
42238,2012,USA,age,25.0,5474,0.004567044208987943,3,329.0,329.0,NOUN
42239,2013,USA,age,23.0,7160,0.003212290502793296,3,329.0,329.0,NOUN
42240,2014,USA,age,36.0,9566,0.0037633284549445953,3,329.0,329.0,NOUN
42241,2015,USA,age,46.0,10779,0.004267557287317933,3,329.0,329.0,NOUN
42242,2016,USA,age,53.0,12290,0.004312449145646867,3,329.0,329.0,NOUN
42243,2017,USA,age,51.0,12771,0.003993422598073761,3,329.0,329.0,NOUN
42244,2018,USA,age,62.0,15174,0.004085936470278107,3,329.0,329.0,NOUN
42245,2019,USA,age,52.0,14453,0.0035978689545423095,3,329.0,329.0,NOUN
42246,2020,USA,age,47.0,13040,0.0036042944785276074,3,329.0,329.0,NOUN
42247,2021,USA,age,30.0,7747,0.003872466761326965,3,329.0,329.0,NOUN
49813,2005,USA,male,2.0,70,0.02857142857142857,4,330.0,330.0,NOUN
49814,2006,USA,male,0.0,99,0.0,4,330.0,330.0,NOUN
49815,2007,USA,male,0.0,322,0.0,4,330.0,330.0,NOUN
49816,2008,USA,male,1.0,611,0.0016366612111292963,4,330.0,330.0,NOUN
49817,2009,USA,male,1.0,927,0.0010787486515641855,4,330.0,330.0,NOUN
49818,2010,USA,male,4.0,1912,0.0020920502092050207,4,330.0,330.0,NOUN
49819,2011,USA,male,9.0,3274,0.002748930971288943,4,330.0,330.0,NOUN
49820,2012,USA,male,19.0,5474,0.0034709535988308366,4,330.0,330.0,NOUN
49821,2013,USA,male,28.0,7160,0.003910614525139665,4,330.0,330.0,NOUN
49822,2014,USA,male,40.0,9566,0.004181476061049551,4,330.0,330.0,NOUN
49823,2015,USA,male,48.0,10779,0.004453103256331756,4,330.0,330.0,NOUN
49824,2016,USA,male,74.0,12290,0.006021155410903174,4,330.0,330.0,NOUN
49825,2017,USA,male,43.0,12771,0.003367003367003367,4,330.0,330.0,NOUN
49826,2018,USA,male,80.0,15174,0.0052721760906814285,4,330.0,330.0,NOUN
49827,2019,USA,male,67.0,14453,0.004635715768352591,4,330.0,330.0,NOUN
49828,2020,USA,male,36.0,13040,0.0027607361963190185,4,330.0,330.0,NOUN
49829,2021,USA,male,30.0,7747,0.003872466761326965,4,330.0,330.0,NOUN
52108,2005,USA,queen,0.0,70,0.0,5,331.0,331.0,NOUN
52109,2006,USA,queen,1.0,99,0.010101010101010102,5,331.0,331.0,NOUN
52110,2007,USA,queen,1.0,322,0.003105590062111801,5,331.0,331.0,NOUN
52111,2008,USA,queen,1.0,611,0.0016366612111292963,5,331.0,331.0,NOUN
52112,2009,USA,queen,6.0,927,0.006472491909385114,5,331.0,331.0,NOUN
52113,2010,USA,queen,4.0,1912,0.0020920502092050207,5,331.0,331.0,NOUN
52114,2011,USA,queen,11.0,3274,0.003359804520464264,5,331.0,331.0,NOUN
52115,2012,USA,queen,20.0,5474,0.003653635367190354,5,331.0,331.0,NOUN
52116,2013,USA,queen,20.0,7160,0.002793296089385475,5,331.0,331.0,NOUN
52117,2014,USA,queen,26.0,9566,0.002717959439682208,5,331.0,331.0,NOUN
52118,2015,USA,queen,32.0,10779,0.0029687355042211706,5,331.0,331.0,NOUN
52119,2016,USA,queen,50.0,12290,0.0040683482506102524,5,331.0,331.0,NOUN
52120,2017,USA,queen,34.0,12771,0.0026622817320491737,5,331.0,331.0,NOUN
52121,2018,USA,queen,68.0,15174,0.004481349677079215,5,331.0,331.0,NOUN
52122,2019,USA,queen,57.0,14453,0.00394381789247907,5,331.0,331.0,NOUN
52123,2020,USA,queen,47.0,13040,0.0036042944785276074,5,331.0,331.0,NOUN
52124,2021,USA,queen,30.0,7747,0.003872466761326965,5,331.0,331.0,NOUN
54097,2005,USA,stand,0.0,70,0.0,5,332.0,332.0,VERB
54098,2006,USA,stand,0.0,99,0.0,5,332.0,332.0,VERB
54099,2007,USA,stand,2.0,322,0.006211180124223602,5,332.0,332.0,VERB
54100,2008,USA,stand,0.0,611,0.0,5,332.0,332.0,VERB
54101,2009,USA,stand,2.0,927,0.002157497303128371,5,332.0,332.0,VERB
54102,2010,USA,stand,4.0,1912,0.0020920502092050207,5,332.0,332.0,VERB
54103,2011,USA,stand,7.0,3274,0.0021380574221136223,5,332.0,332.0,VERB
54104,2012,USA,stand,12.0,5474,0.0021921812203142127,5,332.0,332.0,VERB
54105,2013,USA,stand,20.0,7160,0.002793296089385475,5,332.0,332.0,VERB
54106,2014,USA,stand,28.0,9566,0.0029270332427346855,5,332.0,332.0,VERB
54107,2015,USA,stand,30.0,10779,0.0027831895352073478,5,332.0,332.0,VERB
54108,2016,USA,stand,31.0,12290,0.0025223759153783563,5,332.0,332.0,VERB
54109,2017,USA,stand,43.0,12771,0.003367003367003367,5,332.0,332.0,VERB
54110,2018,USA,stand,55.0,15174,0.003624621062343482,5,332.0,332.0,VERB
54111,2019,USA,stand,51.0,14453,0.0035286791669549575,5,332.0,332.0,VERB
54112,2020,USA,stand,52.0,13040,0.003987730061349694,5,332.0,332.0,VERB
54113,2021,USA,stand,30.0,7747,0.003872466761326965,5,332.0,332.0,VERB
42146,2005,USA,actor,0.0,70,0.0,5,333.0,334.0,NOUN
42147,2006,USA,actor,1.0,99,0.010101010101010102,5,333.0,334.0,NOUN
42148,2007,USA,actor,0.0,322,0.0,5,333.0,334.0,NOUN
42149,2008,USA,actor,1.0,611,0.0016366612111292963,5,333.0,334.0,NOUN
42150,2009,USA,actor,0.0,927,0.0,5,333.0,334.0,NOUN
42151,2010,USA,actor,2.0,1912,0.0010460251046025104,5,333.0,334.0,NOUN
42152,2011,USA,actor,6.0,3274,0.0018326206475259622,5,333.0,334.0,NOUN
42153,2012,USA,actor,10.0,5474,0.001826817683595177,5,333.0,334.0,NOUN
42154,2013,USA,actor,9.0,7160,0.0012569832402234637,5,333.0,334.0,NOUN
42155,2014,USA,actor,18.0,9566,0.0018816642274722976,5,333.0,334.0,NOUN
42156,2015,USA,actor,15.0,10779,0.0013915947676036739,5,333.0,334.0,NOUN
42157,2016,USA,actor,15.0,12290,0.0012205044751830757,5,333.0,334.0,NOUN
42158,2017,USA,actor,15.0,12771,0.0011745360582569885,5,333.0,334.0,NOUN
42159,2018,USA,actor,18.0,15174,0.0011862396204033216,5,333.0,334.0,NOUN
42160,2019,USA,actor,24.0,14453,0.0016605549020964506,5,333.0,334.0,NOUN
42161,2020,USA,actor,30.0,13040,0.0023006134969325155,5,333.0,334.0,NOUN
42162,2021,USA,actor,15.0,7747,0.0019362333806634826,5,333.0,334.0,NOUN
43438,2005,USA,blame,0.0,70,0.0,5,334.0,335.0,VERB
43439,2006,USA,blame,0.0,99,0.0,5,334.0,335.0,VERB
43440,2007,USA,blame,1.0,322,0.003105590062111801,5,334.0,335.0,VERB
43441,2008,USA,blame,3.0,611,0.004909983633387889,5,334.0,335.0,VERB
43442,2009,USA,blame,2.0,927,0.002157497303128371,5,334.0,335.0,VERB
43443,2010,USA,blame,2.0,1912,0.0010460251046025104,5,334.0,335.0,VERB
43444,2011,USA,blame,6.0,3274,0.0018326206475259622,5,334.0,335.0,VERB
43445,2012,USA,blame,14.0,5474,0.0025575447570332483,5,334.0,335.0,VERB
43446,2013,USA,blame,17.0,7160,0.0023743016759776537,5,334.0,335.0,VERB
43447,2014,USA,blame,22.0,9566,0.002299811833577253,5,334.0,335.0,VERB
43448,2015,USA,blame,21.0,10779,0.0019482326746451434,5,334.0,335.0,VERB
43449,2016,USA,blame,36.0,12290,0.0029292107404393815,5,334.0,335.0,VERB
43450,2017,USA,blame,30.0,12771,0.002349072116513977,5,334.0,335.0,VERB
43451,2018,USA,blame,27.0,15174,0.0017793594306049821,5,334.0,335.0,VERB
43452,2019,USA,blame,23.0,14453,0.0015913651145090984,5,334.0,335.0,VERB
43453,2020,USA,blame,30.0,13040,0.0023006134969325155,5,334.0,335.0,VERB
43454,2021,USA,blame,15.0,7747,0.0019362333806634826,5,334.0,335.0,VERB
43829,2005,USA,burn,1.0,70,0.014285714285714285,4,335.0,336.0,VERB
43830,2006,USA,burn,0.0,99,0.0,4,335.0,336.0,VERB
43831,2007,USA,burn,3.0,322,0.009316770186335404,4,335.0,336.0,VERB
43832,2008,USA,burn,1.0,611,0.0016366612111292963,4,335.0,336.0,VERB
43833,2009,USA,burn,1.0,927,0.0010787486515641855,4,335.0,336.0,VERB
43834,2010,USA,burn,2.0,1912,0.0010460251046025104,4,335.0,336.0,VERB
43835,2011,USA,burn,10.0,3274,0.0030543677458766036,4,335.0,336.0,VERB
43836,2012,USA,burn,13.0,5474,0.0023748629886737303,4,335.0,336.0,VERB
43837,2013,USA,burn,19.0,7160,0.002653631284916201,4,335.0,336.0,VERB
43838,2014,USA,burn,26.0,9566,0.002717959439682208,4,335.0,336.0,VERB
43839,2015,USA,burn,39.0,10779,0.0036181463957695517,4,335.0,336.0,VERB
43840,2016,USA,burn,34.0,12290,0.0027664768104149716,4,335.0,336.0,VERB
43841,2017,USA,burn,57.0,12771,0.004463237021376556,4,335.0,336.0,VERB
43842,2018,USA,burn,33.0,15174,0.0021747726374060894,4,335.0,336.0,VERB
43843,2019,USA,burn,46.0,14453,0.0031827302290181967,4,335.0,336.0,VERB
43844,2020,USA,burn,20.0,13040,0.0015337423312883436,4,335.0,336.0,VERB
43845,2021,USA,burn,15.0,7747,0.0019362333806634826,4,335.0,336.0,VERB
46039,2005,USA,escape,0.0,70,0.0,6,337.0,338.0,VERB
46040,2006,USA,escape,0.0,99,0.0,6,337.0,338.0,VERB
46041,2007,USA,escape,0.0,322,0.0,6,337.0,338.0,VERB
46042,2008,USA,escape,0.0,611,0.0,6,337.0,338.0,VERB
46043,2009,USA,escape,3.0,927,0.003236245954692557,6,337.0,338.0,VERB
46044,2010,USA,escape,2.0,1912,0.0010460251046025104,6,337.0,338.0,VERB
46045,2011,USA,escape,7.0,3274,0.0021380574221136223,6,337.0,338.0,VERB
46046,2012,USA,escape,7.0,5474,0.0012787723785166241,6,337.0,338.0,VERB
46047,2013,USA,escape,10.0,7160,0.0013966480446927375,6,337.0,338.0,VERB
46048,2014,USA,escape,25.0,9566,0.0026134225381559692,6,337.0,338.0,VERB
46049,2015,USA,escape,31.0,10779,0.002875962519714259,6,337.0,338.0,VERB
46050,2016,USA,escape,24.0,12290,0.001952807160292921,6,337.0,338.0,VERB
46051,2017,USA,escape,24.0,12771,0.0018792576932111817,6,337.0,338.0,VERB
46052,2018,USA,escape,29.0,15174,0.001911163832872018,6,337.0,338.0,VERB
46053,2019,USA,escape,23.0,14453,0.0015913651145090984,6,337.0,338.0,VERB
46054,2020,USA,escape,17.0,13040,0.001303680981595092,6,337.0,338.0,VERB
46055,2021,USA,escape,15.0,7747,0.0019362333806634826,6,337.0,338.0,VERB
51870,2005,USA,probe,0.0,70,0.0,5,338.0,339.0,NOUN
51871,2006,USA,probe,1.0,99,0.010101010101010102,5,338.0,339.0,NOUN
51872,2007,USA,probe,0.0,322,0.0,5,338.0,339.0,NOUN
51873,2008,USA,probe,0.0,611,0.0,5,338.0,339.0,NOUN
51874,2009,USA,probe,0.0,927,0.0,5,338.0,339.0,NOUN
51875,2010,USA,probe,2.0,1912,0.0010460251046025104,5,338.0,339.0,NOUN
51876,2011,USA,probe,1.0,3274,0.00030543677458766036,5,338.0,339.0,NOUN
51877,2012,USA,probe,5.0,5474,0.0009134088417975886,5,338.0,339.0,NOUN
51878,2013,USA,probe,5.0,7160,0.0006983240223463687,5,338.0,339.0,NOUN
51879,2014,USA,probe,4.0,9566,0.000418147606104955,5,338.0,339.0,NOUN
51880,2015,USA,probe,8.0,10779,0.0007421838760552926,5,338.0,339.0,NOUN
51881,2016,USA,probe,8.0,12290,0.0006509357200976403,5,338.0,339.0,NOUN
51882,2017,USA,probe,12.0,12771,0.0009396288466055908,5,338.0,339.0,NOUN
51883,2018,USA,probe,11.0,15174,0.0007249242124686964,5,338.0,339.0,NOUN
51884,2019,USA,probe,12.0,14453,0.0008302774510482253,5,338.0,339.0,NOUN
51885,2020,USA,probe,11.0,13040,0.000843558282208589,5,338.0,339.0,NOUN
51886,2021,USA,probe,15.0,7747,0.0019362333806634826,5,338.0,339.0,NOUN
51972,2005,USA,prove,0.0,70,0.0,5,339.0,340.0,VERB
51973,2006,USA,prove,0.0,99,0.0,5,339.0,340.0,VERB
51974,2007,USA,prove,1.0,322,0.003105590062111801,5,339.0,340.0,VERB
51975,2008,USA,prove,0.0,611,0.0,5,339.0,340.0,VERB
51976,2009,USA,prove,2.0,927,0.002157497303128371,5,339.0,340.0,VERB
51977,2010,USA,prove,2.0,1912,0.0010460251046025104,5,339.0,340.0,VERB
51978,2011,USA,prove,4.0,3274,0.0012217470983506415,5,339.0,340.0,VERB
51979,2012,USA,prove,7.0,5474,0.0012787723785166241,5,339.0,340.0,VERB
51980,2013,USA,prove,9.0,7160,0.0012569832402234637,5,339.0,340.0,VERB
51981,2014,USA,prove,16.0,9566,0.00167259042441982,5,339.0,340.0,VERB
51982,2015,USA,prove,29.0,10779,0.002690416550700436,5,339.0,340.0,VERB
51983,2016,USA,prove,32.0,12290,0.0026037428803905613,5,339.0,340.0,VERB
51984,2017,USA,prove,39.0,12771,0.00305379375146817,5,339.0,340.0,VERB
51985,2018,USA,prove,47.0,15174,0.0030974034532753394,5,339.0,340.0,VERB
51986,2019,USA,prove,42.0,14453,0.0029059710786687883,5,339.0,340.0,VERB
51987,2020,USA,prove,26.0,13040,0.001993865030674847,5,339.0,340.0,VERB
51988,2021,USA,prove,15.0,7747,0.0019362333806634826,5,339.0,340.0,VERB
54658,2005,USA,suspend,0.0,70,0.0,7,340.0,341.0,VERB
54659,2006,USA,suspend,0.0,99,0.0,7,340.0,341.0,VERB
54660,2007,USA,suspend,0.0,322,0.0,7,340.0,341.0,VERB
54661,2008,USA,suspend,0.0,611,0.0,7,340.0,341.0,VERB
54662,2009,USA,suspend,0.0,927,0.0,7,340.0,341.0,VERB
54663,2010,USA,suspend,2.0,1912,0.0010460251046025104,7,340.0,341.0,VERB
54664,2011,USA,suspend,1.0,3274,0.00030543677458766036,7,340.0,341.0,VERB
54665,2012,USA,suspend,2.0,5474,0.00036536353671903543,7,340.0,341.0,VERB
54666,2013,USA,suspend,4.0,7160,0.0005586592178770949,7,340.0,341.0,VERB
54667,2014,USA,suspend,9.0,9566,0.0009408321137361488,7,340.0,341.0,VERB
54668,2015,USA,suspend,7.0,10779,0.0006494108915483811,7,340.0,341.0,VERB
54669,2016,USA,suspend,10.0,12290,0.0008136696501220504,7,340.0,341.0,VERB
54670,2017,USA,suspend,15.0,12771,0.0011745360582569885,7,340.0,341.0,VERB
54671,2018,USA,suspend,11.0,15174,0.0007249242124686964,7,340.0,341.0,VERB
54672,2019,USA,suspend,14.0,14453,0.0009686570262229295,7,340.0,341.0,VERB
54673,2020,USA,suspend,16.0,13040,0.001226993865030675,7,340.0,341.0,VERB
54674,2021,USA,suspend,15.0,7747,0.0019362333806634826,7,340.0,341.0,VERB
45189,2005,USA,daughter,4.0,70,0.05714285714285714,8,342.0,333.0,NOUN
45190,2006,USA,daughter,5.0,99,0.050505050505050504,8,342.0,333.0,NOUN
45191,2007,USA,daughter,20.0,322,0.062111801242236024,8,342.0,333.0,NOUN
45192,2008,USA,daughter,13.0,611,0.02127659574468085,8,342.0,333.0,NOUN
45193,2009,USA,daughter,19.0,927,0.020496224379719527,8,342.0,333.0,NOUN
45194,2010,USA,daughter,20.0,1912,0.010460251046025104,8,342.0,333.0,NOUN
45195,2011,USA,daughter,51.0,3274,0.015577275503970677,8,342.0,333.0,NOUN
45196,2012,USA,daughter,117.0,5474,0.021373766898063574,8,342.0,333.0,NOUN
45197,2013,USA,daughter,121.0,7160,0.016899441340782122,8,342.0,333.0,NOUN
45198,2014,USA,daughter,157.0,9566,0.016412293539619486,8,342.0,333.0,NOUN
45199,2015,USA,daughter,196.0,10779,0.01818350496335467,8,342.0,333.0,NOUN
45200,2016,USA,daughter,249.0,12290,0.020260374288039056,8,342.0,333.0,NOUN
45201,2017,USA,daughter,283.0,12771,0.022159580299115182,8,342.0,333.0,NOUN
45202,2018,USA,daughter,280.0,15174,0.018452616317385002,8,342.0,333.0,NOUN
45203,2019,USA,daughter,308.0,14453,0.021310454576904447,8,342.0,333.0,NOUN
45204,2020,USA,daughter,286.0,13040,0.02193251533742331,8,342.0,333.0,NOUN
45205,2021,USA,daughter,149.0,7747,0.01923325158125726,8,342.0,333.0,NOUN
47552,2005,USA,help,4.0,70,0.05714285714285714,4,344.0,343.0,VERB
47553,2006,USA,help,1.0,99,0.010101010101010102,4,344.0,343.0,VERB
47554,2007,USA,help,0.0,322,0.0,4,344.0,343.0,VERB
47555,2008,USA,help,6.0,611,0.009819967266775777,4,344.0,343.0,VERB
47556,2009,USA,help,11.0,927,0.011866235167206042,4,344.0,343.0,VERB
47557,2010,USA,help,18.0,1912,0.009414225941422594,4,344.0,343.0,VERB
47558,2011,USA,help,27.0,3274,0.008246792913866829,4,344.0,343.0,VERB
47559,2012,USA,help,52.0,5474,0.009499451954694921,4,344.0,343.0,VERB
47560,2013,USA,help,78.0,7160,0.010893854748603353,4,344.0,343.0,VERB
47561,2014,USA,help,117.0,9566,0.012230817478569935,4,344.0,343.0,VERB
47562,2015,USA,help,148.0,10779,0.013730401707022916,4,344.0,343.0,VERB
47563,2016,USA,help,171.0,12290,0.013913751017087063,4,344.0,343.0,VERB
47564,2017,USA,help,204.0,12771,0.015973690392295042,4,344.0,343.0,VERB
47565,2018,USA,help,230.0,15174,0.015157506260709108,4,344.0,343.0,VERB
47566,2019,USA,help,252.0,14453,0.017435826472012732,4,344.0,343.0,VERB
47567,2020,USA,help,190.0,13040,0.014570552147239263,4,344.0,343.0,VERB
47568,2021,USA,help,133.0,7747,0.017167935975216212,4,344.0,343.0,VERB
47484,2005,USA,head,0.0,70,0.0,4,345.0,345.0,NOUN
47485,2006,USA,head,2.0,99,0.020202020202020204,4,345.0,345.0,NOUN
47486,2007,USA,head,1.0,322,0.003105590062111801,4,345.0,345.0,NOUN
47487,2008,USA,head,1.0,611,0.0016366612111292963,4,345.0,345.0,NOUN
47488,2009,USA,head,3.0,927,0.003236245954692557,4,345.0,345.0,NOUN
47489,2010,USA,head,8.0,1912,0.0041841004184100415,4,345.0,345.0,NOUN
47490,2011,USA,head,21.0,3274,0.006414172266340868,4,345.0,345.0,NOUN
47491,2012,USA,head,38.0,5474,0.006941907197661673,4,345.0,345.0,NOUN
47492,2013,USA,head,37.0,7160,0.005167597765363128,4,345.0,345.0,NOUN
47493,2014,USA,head,59.0,9566,0.006167677190048087,4,345.0,345.0,NOUN
47494,2015,USA,head,40.0,10779,0.0037109193802764636,4,345.0,345.0,NOUN
47495,2016,USA,head,75.0,12290,0.006102522375915379,4,345.0,345.0,NOUN
47496,2017,USA,head,55.0,12771,0.004306632213608958,4,345.0,345.0,NOUN
47497,2018,USA,head,95.0,15174,0.006260709107684196,4,345.0,345.0,NOUN
47498,2019,USA,head,68.0,14453,0.004704905555939943,4,345.0,345.0,NOUN
47499,2020,USA,head,67.0,13040,0.005138036809815951,4,345.0,345.0,NOUN
47500,2021,USA,head,59.0,7747,0.007615851297276365,4,345.0,345.0,NOUN
42707,2005,USA,artist,1.0,70,0.014285714285714285,6,346.0,346.0,NOUN
42708,2006,USA,artist,0.0,99,0.0,6,346.0,346.0,NOUN
42709,2007,USA,artist,2.0,322,0.006211180124223602,6,346.0,346.0,NOUN
42710,2008,USA,artist,0.0,611,0.0,6,346.0,346.0,NOUN
42711,2009,USA,artist,3.0,927,0.003236245954692557,6,346.0,346.0,NOUN
42712,2010,USA,artist,3.0,1912,0.0015690376569037657,6,346.0,346.0,NOUN
42713,2011,USA,artist,8.0,3274,0.002443494196701283,6,346.0,346.0,NOUN
42714,2012,USA,artist,15.0,5474,0.002740226525392766,6,346.0,346.0,NOUN
42715,2013,USA,artist,15.0,7160,0.002094972067039106,6,346.0,346.0,NOUN
42716,2014,USA,artist,18.0,9566,0.0018816642274722976,6,346.0,346.0,NOUN
42717,2015,USA,artist,38.0,10779,0.0035253734112626403,6,346.0,346.0,NOUN
42718,2016,USA,artist,38.0,12290,0.003091944670463792,6,346.0,346.0,NOUN
42719,2017,USA,artist,47.0,12771,0.003680212982538564,6,346.0,346.0,NOUN
42720,2018,USA,artist,45.0,15174,0.0029655990510083037,6,346.0,346.0,NOUN
42721,2019,USA,artist,48.0,14453,0.003321109804192901,6,346.0,346.0,NOUN
42722,2020,USA,artist,33.0,13040,0.002530674846625767,6,346.0,346.0,NOUN
42723,2021,USA,artist,22.0,7747,0.0028398089583064412,6,346.0,346.0,NOUN
52312,2005,USA,rare,0.0,70,0.0,4,347.0,347.0,ADJ
52313,2006,USA,rare,1.0,99,0.010101010101010102,4,347.0,347.0,ADJ
52314,2007,USA,rare,0.0,322,0.0,4,347.0,347.0,ADJ
52315,2008,USA,rare,0.0,611,0.0,4,347.0,347.0,ADJ
52316,2009,USA,rare,2.0,927,0.002157497303128371,4,347.0,347.0,ADJ
52317,2010,USA,rare,3.0,1912,0.0015690376569037657,4,347.0,347.0,ADJ
52318,2011,USA,rare,5.0,3274,0.0015271838729383018,4,347.0,347.0,ADJ
52319,2012,USA,rare,10.0,5474,0.001826817683595177,4,347.0,347.0,ADJ
52320,2013,USA,rare,13.0,7160,0.0018156424581005587,4,347.0,347.0,ADJ
52321,2014,USA,rare,20.0,9566,0.0020907380305247754,4,347.0,347.0,ADJ
52322,2015,USA,rare,22.0,10779,0.002041005659152055,4,347.0,347.0,ADJ
52323,2016,USA,rare,22.0,12290,0.001790073230268511,4,347.0,347.0,ADJ
52324,2017,USA,rare,31.0,12771,0.002427374520397776,4,347.0,347.0,ADJ
52325,2018,USA,rare,41.0,15174,0.002701990246474232,4,347.0,347.0,ADJ
52326,2019,USA,rare,44.0,14453,0.0030443506538434927,4,347.0,347.0,ADJ
52327,2020,USA,rare,28.0,13040,0.002147239263803681,4,347.0,347.0,ADJ
52328,2021,USA,rare,22.0,7747,0.0028398089583064412,4,347.0,347.0,ADJ
55780,2005,USA,voice,0.0,70,0.0,5,348.0,348.0,NOUN
55781,2006,USA,voice,0.0,99,0.0,5,348.0,348.0,NOUN
55782,2007,USA,voice,0.0,322,0.0,5,348.0,348.0,NOUN
55783,2008,USA,voice,0.0,611,0.0,5,348.0,348.0,NOUN
55784,2009,USA,voice,2.0,927,0.002157497303128371,5,348.0,348.0,NOUN
55785,2010,USA,voice,3.0,1912,0.0015690376569037657,5,348.0,348.0,NOUN
55786,2011,USA,voice,9.0,3274,0.002748930971288943,5,348.0,348.0,NOUN
55787,2012,USA,voice,15.0,5474,0.002740226525392766,5,348.0,348.0,NOUN
55788,2013,USA,voice,43.0,7160,0.006005586592178771,5,348.0,348.0,NOUN
55789,2014,USA,voice,19.0,9566,0.0019862011289985366,5,348.0,348.0,NOUN
55790,2015,USA,voice,31.0,10779,0.002875962519714259,5,348.0,348.0,NOUN
55791,2016,USA,voice,34.0,12290,0.0027664768104149716,5,348.0,348.0,NOUN
55792,2017,USA,voice,35.0,12771,0.002740584135932973,5,348.0,348.0,NOUN
55793,2018,USA,voice,46.0,15174,0.0030315012521418216,5,348.0,348.0,NOUN
55794,2019,USA,voice,30.0,14453,0.002075693627620563,5,348.0,348.0,NOUN
55795,2020,USA,voice,39.0,13040,0.00299079754601227,5,348.0,348.0,NOUN
55796,2021,USA,voice,22.0,7747,0.0028398089583064412,5,348.0,348.0,NOUN
53672,2005,USA,shot,0.0,70,0.0,4,351.0,351.0,NOUN
53673,2006,USA,shot,0.0,99,0.0,4,351.0,351.0,NOUN
53674,2007,USA,shot,0.0,322,0.0,4,351.0,351.0,NOUN
53675,2008,USA,shot,0.0,611,0.0,4,351.0,351.0,NOUN
53676,2009,USA,shot,0.0,927,0.0,4,351.0,351.0,NOUN
53677,2010,USA,shot,4.0,1912,0.0020920502092050207,4,351.0,351.0,NOUN
53678,2011,USA,shot,2.0,3274,0.0006108735491753207,4,351.0,351.0,NOUN
53679,2012,USA,shot,18.0,5474,0.003288271830471319,4,351.0,351.0,NOUN
53680,2013,USA,shot,19.0,7160,0.002653631284916201,4,351.0,351.0,NOUN
53681,2014,USA,shot,14.0,9566,0.0014635166213673428,4,351.0,351.0,NOUN
53682,2015,USA,shot,27.0,10779,0.0025048705816866127,4,351.0,351.0,NOUN
53683,2016,USA,shot,35.0,12290,0.0028478437754271765,4,351.0,351.0,NOUN
53684,2017,USA,shot,38.0,12771,0.002975491347584371,4,351.0,351.0,NOUN
53685,2018,USA,shot,42.0,15174,0.00276789244760775,4,351.0,351.0,NOUN
53686,2019,USA,shot,40.0,14453,0.0027675915034940843,4,351.0,351.0,NOUN
53687,2020,USA,shot,27.0,13040,0.002070552147239264,4,351.0,351.0,NOUN
53688,2021,USA,shot,29.0,7747,0.0037433845359493997,4,351.0,351.0,NOUN
42078,2005,USA,accuse,1.0,70,0.014285714285714285,6,352.0,352.0,VERB
42079,2006,USA,accuse,2.0,99,0.020202020202020204,6,352.0,352.0,VERB
42080,2007,USA,accuse,3.0,322,0.009316770186335404,6,352.0,352.0,VERB
42081,2008,USA,accuse,4.0,611,0.006546644844517185,6,352.0,352.0,VERB
42082,2009,USA,accuse,7.0,927,0.007551240560949299,6,352.0,352.0,VERB
42083,2010,USA,accuse,20.0,1912,0.010460251046025104,6,352.0,352.0,VERB
42084,2011,USA,accuse,27.0,3274,0.008246792913866829,6,352.0,352.0,VERB
42085,2012,USA,accuse,71.0,5474,0.012970405553525757,6,352.0,352.0,VERB
42086,2013,USA,accuse,78.0,7160,0.010893854748603353,6,352.0,352.0,VERB
42087,2014,USA,accuse,114.0,9566,0.01191720677399122,6,352.0,352.0,VERB
